prioritaet,claude_urteil,claude_konfidenz,claude_begruendung,pattern,oem,modell,anwendung,hmi_typ,can_bus,can_reason,preis_eur,preis_beleg,sprache,reason,bild_url,quell_seite,harvested_at,dedup_status,pipedrive_firma,pipedrive_anwendung,match_score
B,Unsicher,0.0,,P10,,,,unklar,unklar,,,,,,https://movexinnovation.com/wp-content/uploads/2023/10/mini-loader-AL27-Aluminum-Smelter-basement-cleaning.jpg,https://movexinnovation.com/equipment/mini-loaders/al-27-minidozer/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.99,"Es handelt sich um eine Unternehmenswebsite eines Granitverarbeiters, nicht um ein Produktdatenblatt oder eine Beschreibung einer kettengetriebenen Maschine.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Spanisch,"Dies ist die Website eines Granitverarbeitungsunternehmens (GRANISA), kein Produktdatenblatt einer kettengetriebenen Maschine. Die Seite präsentiert Granitprodukte, Verarbeitungsmethoden und Unternehmensinfos.",https://ae-pic-a1.aliexpress-media.com/kf/Sf71e31b52a254c8582b84c243d6afbcaR.jpg,https://www.granisa.com/?o=21604530061450,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://cdn.shopify.com/s/files/1/0701/3711/8958/files/1_ff53c0ec-002c-42fd-a671-b66fc039150f.jpg?v=1761873816,https://www.farmry.com/blogs/news/remote-control-slope-electric-20-inch-lawn-mower?srsltid=AfmBOooYHOB9v7ey_eVKonPcjABrSpvFAxeAh1Co-2vLXjewikF-6mDi,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P10,,,,unklar,unklar,,,,,,https://www.agtequipment.com/cdn/shop/files/img-1_512x339.webp?v=1783611899,https://www.agtequipment.com/collections/machines-powered-by-r740d?srsltid=AfmBOoqtO4lUSzJlP7iHISChmFJBuTFleE44vuyK-26gsm_6kd697K8x,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Der Text ist ein reiner Nachrichtenartikel-Titel ohne Produktdaten; unklar ob überhaupt kettengetriebene Maschine, keine technischen Informationen zu Steuerung, CAN-Bus oder Spezifikationen vorhanden.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Englisch,Kein HMI-Typ identifizierbar; es handelt sich um einen Nachrichtenartikel-Titel ohne technische Spezifikationen.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=122188327544322841,https://www.facebook.com/StartupSelfieOfficial/posts/this-little-robot-sprays-an-entire-orchard-by-itself-/1473660408125738/?locale=de_DE,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Es wurde kein Seitentext bereitgestellt, daher kann nicht überprüft werden, ob es sich um eine kettengetriebene Maschine handelt.",P10,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Kein Seitentext vorhanden,https://sc04.alicdn.com/kf/A3f3ea31af0b946888956faaec03664d3g.jpg,https://www.alibaba.com/product-detail/VOLNOS-6-5hp-Power-New-Mini_11000023557421.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P8,,,,unklar,unklar,,,,,,https://www.gbequipment.ca/wp-content/uploads/2024/11/62bc4739fa3477969c15d85e98f58e5d.jpg,https://www.gbequipment.ca/catalog/rcu55/,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Der bereitgestellte Seitentext ist leer und enthält keine Produktinformationen.,P16,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Produktseite vorhanden - Seitentext ist leer,https://cdn.shopify.com/s/files/1/0593/9537/5264/files/2552702_Feature_2.jpg?v=1740971779,https://www.greenworkstools.com/products/40v-14-cordless-battery-bl-push-lawn-mower-w-4-0ah-battery-charger?srsltid=AfmBOor5a8mQhzwlS7BXMjki8iijY2GDZFW8LtCmXxoh8dlEGWsuHQIM,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P9,,,,unklar,unklar,,,,,,https://www.baijirobot.com/wp-content/uploads/2025/12/Firefighting-Robot-300x273.jpg,https://www.baijirobot.com/firefighting-robot/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P9,,,,unklar,unklar,,,,,,http://www.uavmodel.com/cdn/shop/files/1_cf89a02f-2676-48df-a974-370b298e2577.jpg?v=1781234150,https://www.uavmodel.com/fr/products/g12-m4-tethered-power-station?srsltid=AfmBOorD5BQW6tf3G5ROTrpPIq2CTxeLtFUimp4S0l9gWOtZCB0Gn7FU,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,"Der Seitentext ist leer, daher kann keine kettengetriebene Maschine identifiziert werden.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seite/kein Text vorhanden zur Analyse,https://www.researchgate.net/publication/362494930/figure/fig1/AS:11431281390808263@1745294750209/The-farmer-robot-Polibot-used-for-experimentation-equipped-with-a-multi-sensor-suite.tif,https://www.researchgate.net/figure/The-farmer-robot-Polibot-used-for-experimentation-equipped-with-a-multi-sensor-suite_fig1_362494930,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://abraequipmentsupply.com/wp-content/uploads/2023/02/MICROFORST-rc-product.jpg,https://abraequipmentsupply.com/tracked-tool-carriers/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://en.energreen.it/wp-content/uploads/2023/07/006-Slide-Desktop-RoboFIFTI-1920x1090px_Rev00.jpg,https://en.energreen.it/green-maintenance-machines-energreen/robo-remote-controlled-tool-carriers/robofifti-radio-controlled-tracked-mulcher-slopes-50-hp/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.99,Die Seite ist eine generische Vermietungsplattform-Beschreibung ohne konkrete Produktinformationen zu kettengetriebenen Maschinen.,P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Englisch,Text enthält keine Informationen zur Steuerung einer spezifischen Maschine,https://por-globalapi-useruploads.s3.amazonaws.com/public/1810/8706A7ABC8F89E2D3188AFD9789D1F7F2EC1B692E2A98BDDA50AA95948C07692.jpg,https://www.aurorarents.com/item/MOWER-FLAIL-TRACKED-WALK-BEHIND/494568,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://www.verdefacile.eu/14297-large_default/motocarriola-cingolata-ama-tag-500-td-dumper-idraulico.jpg,https://www.verdefacile.eu/it/meccanica/532-motocarriola-cingolata-ama-tag-500-td-dumper-idraulico-8005582369950.html,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,"Die Seite beschreibt einen Bauernhof und dessen Produkte (Lebensmittel, Fleisch), nicht eine kettengetriebene Maschine.",P16,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,Deutsch,"Dies ist eine Bauernhof-Webseite mit Produktverkauf (Leinsamen, Leinöl, Haferflocken, Fleisch etc.). Keine kettengetriebene Maschine vorhanden.",https://www.psdgroundscare.co.uk/wp-content/uploads/2024/05/SA601324_43-PRO_E_PUSH.jpg,https://www.muriboden.ch/?s=41643785061100,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.98,"Dies ist weder eine kettengetriebene Maschine noch eine physische Ausrüstung, sondern ein Schaltplan und Code für ein Arduino-basiertes Lernprojekt ohne spezifische Hardware-Spezifikationen.",P9,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Englisch,"Es handelt sich um ein Arduino-Projekt (Schaltplan und Code), nicht um eine kettengetriebene Maschine. Das Produkt ist ein digitales Lernmaterial/DIY-Kit für einen kleinen Roboter, kein industrielles Gerät.",https://technicalhut.in/wp-content/uploads/2024/06/fighter.png,https://technicalhut.in/product/fire-fighting-robot-circuit-diagram-and-code/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,Keine Seiteninhalte vorhanden zur Analyse einer kettengetriebenen Maschine.,P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Produktseite vorhanden - Text ist leer oder nicht verwertbar,https://therentalplace.com/itemimages/25467.jpg,https://therentalplace.com/m/equipment.asp?action=category&category=32&key=200%2D0581,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,Die Seite ist leer oder enthält keinen auswertbaren Text.,P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Kein Text/Inhalt vorhanden,https://www.mdpi.com/sensors/sensors-25-06788/article_deploy/html/images/sensors-25-06788-g003-550.jpg,https://www.mdpi.com/1424-8220/25/21/6788,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P10,,,,unklar,unklar,,,,,,https://canycomcanada.com/wp-content/uploads/2024/07/s100b_img-4.jpg,https://canycomcanada.com/products/s100-ride-on-rubber-track-carrier,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Der Text enthält nur den TikTok-Slogan 'Make Your Day' und ist keine Produktseite oder Datenblatt einer kettengetriebenen Maschine.,P15,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Deutsch,Keine Maschine vorhanden - nur Slogan der Social-Media-Plattform TikTok,https://www.tiktok.com/api/img/?itemId=7628887445131595030&location=0&aid=1988,https://www.tiktok.com/@seppimulcher/video/7628887445131595030,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P9,,,,unklar,unklar,,,,,,https://www.baijirobot.com/wp-content/uploads/2022/12/Figure-2-Thermite-Robot-300x219.jpg,https://www.baijirobot.com/firefighting-robot/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://www.seppi.com/wp-content/uploads/H5-rc-MAX-75-le-SEPPI-mulcher-flail-schlegelmulcher-remote-radio-control-tool-carrier-vehicle-funkgesteuert-raupenfahrzeug-portratrezzi-cingolato-radiocomandato-automoteur-bild3-500.png,https://www.seppi.com/en-us/tracked-tool-carriers-and-attachments-3/,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Leere Seite ohne verwertbaren Inhalt.,P16,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,"Keine Seite vorhanden - der Seitentext ist leer, daher keine Analyse möglich.",https://ae-pic-a1.aliexpress-media.com/kf/S64f036f9ae4949fe9d1208d70c2fa72bm.jpg,https://www.diversitech-air.com/?g=42605193031430,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://www.allynav.com/wp-content/uploads/2025/12/spraying-robot-1024x189.png,https://www.allynav.com/precision-agriculture-solutions/agricultural-robots/orchard-robotics/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Es wurde kein Seitentext bereitgestellt, daher kann nicht überprüft werden, ob eine kettengetriebene Maschine beschrieben wird.",P9,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seitentext vorhanden - leere oder fehlerhafte Eingabe,https://mms.businesswire.com/media/20200420005004/en/785145/5/T45_RESCUE_INNOVFOAM_Monitor_2_2019-10-09.jpg?download=1,https://www.businesswire.com/news/home/20200420005004/en/Milrem-Robotics-and-InnoVfoam-Develop-Robotic-Firefighters,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Es wurde kein Seitentext bereitgestellt; daher kann keine Analyse durchgeführt werden.,P8,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Produktseite vorhanden - Seitentext ist leer,https://img.forconstructionpros.com/files/base/acbm/fcp/image/2012/02/stx26_3_10629426.png?auto=format%2Ccompress&fit=max&q=70&w=1200,https://www.forconstructionpros.com/rental/general-tool/product/10629421/the-toro-company-stx26-stump-grinder,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,Der Seitentext ist leer oder nicht vorhanden; daher kann keine Analyse durchgeführt werden.,P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seitentext vorhanden,https://www.aabergsequipment.com/itemimages/8956.jpg,https://www.aabergsequipment.com/equipment.asp?action=category&category=31&key=2700%2D2711,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Es wurde kein Seitentext bereitgestellt, daher kann nicht beurteilt werden, ob es sich um eine kettengetriebene Maschine handelt.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Textinhalte vorhanden - leere oder ungültige Seite,https://img.greenindustrypros.com/files/base/acbm/gip/image/2021/04/Scag_SFC30_outdoor_0215.604a97c48bc67.606b1c467a0a1.png?auto=format%2Ccompress&q=70,https://www.greenindustrypros.com/mowing-maintenance/mowing/press-release/21366183/scag-power-equipment-inc-scags-sfc30-walkbehind-mower-delivers-a-professional-quality-cut-in-a-compact-form,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Der Seitentext ist leer; es kann keine Analyse durchgeführt werden.,P9,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Seitentext vorhanden - unmöglich zu analysieren,https://s.alicdn.com/@sc04/kf/Hf52db9d0678b495bb0e1b409246646e8N/TL-Fire-Fighting-Robot-Reconnaissance-and-Extinguisher-Robot.jpg,https://www.isigny-sur-mer.fr/?r=18785685011700,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,"Der Text enthält keine Produktinformation, sondern nur die generische TikTok-Plattformüberschrift – es handelt sich nicht um ein Datenblatt oder Produktseite einer Maschine.",P15,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,de,Keine Produktseite/Datenblatt vorhanden; nur generische TikTok-Plattform-Überschrift,https://www.tiktok.com/api/img/?itemId=7496046099958861078&location=0&aid=1988,https://www.tiktok.com/@seppimulcher/video/7496046099958861078,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://pek-agrobot.com/wp-content/themes/agrobot/assets/images/platform.png,https://pek-agrobot.com/shelper/,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,"Keine Seiteninhalte vorhanden, daher kann keine Analyse einer kettengetriebenen Maschine durchgeführt werden.",P11,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seitentext vorhanden - es wurde kein Inhalt bereitgestellt.,https://www.mdpi.com/sensors/sensors-26-04285/article_deploy/html/images/sensors-26-04285-g001-550.jpg,https://www.mdpi.com/1424-8220/26/13/4285,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://bettiga.com/wp-content/uploads/2023/12/WhatsApp-Image-2022-04-15-at-09.37.57.jpeg,https://bettiga.com/prodotto/motocarriola-cormidi-c85-prezzo/,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,"Dies ist eine Unternehmenswebsite eines Steinbearbeiters, nicht eine Produktseite einer kettengetriebenen Baumaschine; es werden Materialsorten und Oberflächenfinishes beschrieben, keine Maschinen zum Verkauf.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Spanisch,"Dies ist die Website eines Granitverarbeitungsbüros (GRANISA), das Naturstein schneidet, poliert und veredelt. Keine kettengetriebene Maschine vorhanden.",https://ae-pic-a1.aliexpress-media.com/kf/Sb5332be5dec14feeb44ac51b44b77590L.jpg,https://www.granisa.com/?o=41087371051450,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=912876154728048,https://www.facebook.com/cgtneuropeofficial/posts/chinese-researchers-have-recently-unveiled-an-innovative-apple-picking-robot-whi/1496542729172934/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://www.jaspwilson.co.uk/wp-content/uploads/2022/05/55-1b-300x300.jpg,https://www.jaspwilson.co.uk/product/fae-rcu-55-remote-controlled-tracked-carrier/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"HyQReal ist ein Laufroboter mit vier Beinen (Quadruped), nicht kettengetrieben, und gehört nicht zum Zielsegment der kettengetriebenen Baumaschinen.",P11,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,Englisch,"HyQReal ist ein hydraulischer Laufroboter (Quadruped), nicht kettengetrieben. Der Text behandelt einen Forschungsroboter mit Telepresence-Steuerung, nicht eine kommerzielle kettengetriebene Baumaschine (Bagger, Lader, Dumper etc.).",https://spectrum.ieee.org/media-library/a-large-quadrupedal-robot-with-two-large-blue-and-black-arms-attached-to-its-head-with-tools-on-the-ends-of-them-stands-in-a-lab.jpg?id=56150870&width=400&height=300,https://spectrum.ieee.org/telepresence-robot,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://dot.la/media-library/image.jpg?id=31831980&width=800&quality=50,https://dot.la/graymatter-robots-industrial-jobs-2658343229.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://www.kuka.com/-/media/kuka-corporate/countries/austria/images/case-studies/baubot-case-study/kuka_baubot_small_image_06_1022x574px.jpg?rev=-1&w=1400&hash=E0AC8E512AB860031CF1CA683D407616,https://www.kuka.com/en-us/industries/solutions-database/2024/11/baubot-kr-iontec,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,"Dies ist eine Unternehmenswebsite eines Steinbearbeiters, nicht eine Produktseite einer kettengetriebenen Baumaschine; es werden Materialsorten und Oberflächenfinishes beschrieben, keine Maschinen zum Verkauf.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Spanisch,"Dies ist die Website eines Granitverarbeitungsbüros (GRANISA), das Naturstein schneidet, poliert und veredelt. Keine kettengetriebene Maschine vorhanden.",https://ae-pic-a1.aliexpress-media.com/kf/Sebe6a98f717f4384b19a07074d9b65b82.jpg,https://www.granisa.com/?o=41087371051450,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://www.seppi.com/wp-content/uploads/LP1_header_1135x496_ok.jpg,https://www.seppi.com/en/news/max-50-le-funkgesteuertes-raupenfahrzeug/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://dot.la/media-library/graymatter-robot-sanding.jpg?id=31831985&width=800&quality=50,https://dot.la/graymatter-robots-industrial-jobs-2658343229.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://coltradeshop.com/wp-content/uploads/2025/02/ZBS-5031-HB-1-jpg.jpg,https://coltradeshop.com/prodotto/macchine-cingolate/motocarriola-benzina-zanetti-zbs-5031-hb/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://www.colmac-italia.com/wp-content/uploads/2020/07/1-Tucano-550-H-Honda-GX200-1200x1200-72dpi-400x400.jpg,https://www.colmac-italia.com/prodotto/motocarriola-cingolata-agricola-tucano-550-m-gx-honda/?srsltid=AfmBOopdDn7m3gTCDivS4vP8JM_yxRy_q9LcZ4pabmPbHryLoaU-nREz,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Keine Produktinformationen oder Seitentext bereitgestellt.,P10,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seite vorhanden; leerer oder fehlender Seitentext,https://i.machinio.com/thumb/190lmgx/24802306/ddf6/2025-sdlanch-ride-on-tracked-mini-crawler-dumper-sdld25.jpg,https://www.machinio.com/cat/mini-crawler,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://ferrisrl.it/wp-content/uploads/2024/07/icut_340-300x264.png,https://ferrisrl.it/en/radio-controlled-tool-carrier/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,http://caltrimmer.com/cdn/shop/files/catalyst_0000_cal-trimmer-1020487.jpg?v=1760041084&width=2048,https://caltrimmer.com/products/catalyst-20-in-gas-walk-behind-reel-lawn-mower?srsltid=AfmBOopLLW581IhiYS7zscuyw0XfxrNMXvvdBExNFumhup2yz4dMxUQB,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Unterwasserroboter sind keine kettengetriebenen Landmaschinen und fallen nicht in das Zielsegment (Bagger, Lader, Dumper auf Raupen).",P11,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Englisch,"Titel deutet auf Unterwasserroboter hin – nicht kettengetrieben, sondern submarin/robotisch. Keine Informationen zu HMI-Typ vorhanden.",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=122144203178655120,https://www.facebook.com/Restorationmonk/posts/japans-underwater-robot-repairs-pipelines-on-the-seafloorjapanese-robotics-engin/763655750092734/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Es handelt sich um ein Hydraulik-Anbaugerät für Mini Skid Steer Loader, nicht um eine eigenständige kettengetriebene Maschine im Zielsegment.",P10,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,English,"Dies ist ein Anbaugerät (Single Arm Digger Attachment), kein eigenständiges kettengetriebenes Fahrzeug. Das Attachment wird auf Mini Skid Steer Loader montiert und ist selbst nicht fahrtauglich.",https://www.agtequipment.com/cdn/shop/files/YSRT14_v2_ef7515f5-04b8-4b74-9b85-ebd044655a20_512x512.png?v=1783611974,https://www.agtequipment.com/products/micro-digger-m-drg?srsltid=AfmBOordzhHDNuwL-by-ntVKLueCV8g7JAStEZqpgG7W_QfgZm8xiApy,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Es wurde kein Seitentext bereitgestellt; daher kann keine Analyse durchgeführt werden.,P8,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Produktseite vorhanden - Seitentext ist leer,https://img.forconstructionpros.com/files/base/acbm/fcp/image/2012/02/stx26_1_10629424.png?auto=format%2Ccompress&q=70&w=400,https://www.forconstructionpros.com/rental/general-tool/product/10629421/the-toro-company-stx26-stump-grinder,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.0,Kein Seitentext zur Analyse vorhanden.,P11,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seitentext vorhanden - Seite ist leer oder Text wurde nicht bereitgestellt.,https://ars.els-cdn.com/content/image/3-s2.0-B9780857091154500142-f14-05-9780857091154.jpg,https://www.sciencedirect.com/science/chapter/edited-volume/pii/B9780857091154500142,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P9,,,,unklar,unklar,,,,,,https://www.fireproductsearch.com/wp-content/uploads/2013/11/MVF-5-Feature.jpg,https://www.fireproductsearch.com/multifunctional-firefighting-robot-vehicle/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.0,Keine Textinhalte zur Analyse vorhanden.,P11,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Kein Seitentext vorhanden - Seite leer oder nicht geladen,https://dl.acm.org/cms/attachment/html/10.1145/3648536.3648544/assets/html/images/tahri2024-8-fig1.jpg,https://dl.acm.org/doi/fullHtml/10.1145/3648536.3648544,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Der Seitentext ist leer oder nicht vorhanden, daher kann nicht bewertet werden, ob es sich um eine kettengetriebene Maschine handelt.",P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seiteneninhalte vorhanden; Scope-Bewertung unmöglich.,https://img.agriexpo.online/images_ag/photo-g/185061-13253744.webp,https://www.agriexpo.online/prod/rayco/product-185061-90876.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P9,,,,unklar,unklar,,,,,,https://www.canadasatellite.ca/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/g/u/guo-xing-rxr-mc100bgd.jpg,https://www.canadasatellite.ca/fr/Guo-Xing-B3B3RXR-M40D-11KT-Fire-Fighting-Robot.htm,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P8,,,,unklar,unklar,,,,,,https://www.farmry.com/cdn/shop/files/2-1_1800x.jpg?v=1783154325,https://www.farmry.com/collections/remote-control-mowers?srsltid=AfmBOoqwnXZcDmEGFAYe9Z6Zg6auSOgdKESoSx9oDS01_NbO2h1kISlT,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.99,"Seite behandelt akademisches Matlab-Projekt und theoretisches Roboter-Konzept, nicht eine industrielle kettengetriebene Maschine.",P9,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,Englisch,"Dies ist eine Matlab-Projektseite für Lehr-/Forschungszwecke, nicht die Produktseite einer kettengetriebenen Maschine. Der beschriebene Fire Fighter Robot ist ein theoretisches Konzept basierend auf Arduino/Mikrocontroller, nicht ein serienmäßiges Kettenfahrzeug.",https://matlabprojects.org/wp-content/uploads/2022/01/Automatic-Fire-Fighter-Robot.jpg,https://matlabprojects.org/automatic-fire-fighter-robot/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.99,Dies ist eine Captcha-Verifizierungsseite ohne Produktinhalte – keine kettengetriebene Maschine.,P10,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Englisch,Keine Produktinformation vorhanden; nur Captcha-Seite von Walmart,https://i5.walmartimages.com/seo/AGT-YSRT14-Mini-Skid-Steer-Stand-On-Compact-Tracked-Loader-Crawler-13-5HP-EPA_fa625d27-1814-458f-a4c8-b311a0c1237e.1ced164730c20b5f99a2a10d2000f4c4.jpeg,https://www.walmart.com/browse/auto-tires/vehicles/agrotkindustrial/91083_5320758/YnJhbmQ6YWdyb3RraW5kdXN0cmlhbAieie,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Kein Seitentext bereitgestellt – keine Analyse möglich.,P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seite/Text vorhanden,https://img.forconstructionpros.com/files/base/acbm/fcp/image/2017/10/maxresdefault.59dbe1a1eb037.png?auto=format%2Ccompress&h=630&q=70&rect=442%2C212%2C390%2C388&w=1200,https://www.forconstructionpros.com/equipment/underground/trenchers/video/20978661/video-vermeer-remotecontrolled-cable-plow-in-action-at-icuee-2017,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P9,,,,unklar,unklar,,,,,,https://hopetechnik.com/wp-content/uploads/2022/12/image118.png,https://hopetechnik.com/product/firefighting-robot/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://bettiga.com/wp-content/uploads/2024/07/Motocarriola-Cingolata-700-_2_.webp,https://bettiga.com/prodotto/motocarriola-cingolata-imer-700/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://pek-agrobot.com/wp-content/uploads/2023/11/PRE-PRUNNER.jpg,https://pek-agrobot.com/shelper/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://dot.la/media-library/graymatter-robotics-working.jpg?id=31828351&width=300,https://dot.la/graymatter-robots-industrial-jobs-2658343229.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://ecdn6-nc.globalso.com/upload/p/1390/image_other/2026-07/be86cfbf94b01814a2c5271fead42163.jpg,https://www.sydauto.com/news/what-makes-an-agricultural-robot-truly-intelligent/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://energreenamerica.com/wp-content/uploads/2022/11/RoboPLUS_Remote_Control_Grass_Cutter_764x710px_rev00.png,https://energreenamerica.com/green-maintenance-machines-energreen-america/robo-remote-controlled-tool-carriers/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P8,,,,unklar,unklar,,,,,,https://www.redroo.com/content/image/full/blog-images_sp7015trx-stump-grinder---red-roo_639.jpg,https://www.redroo.com/news/4-sp7015trx-industry-leader-66hp-diesel-and-remote-control,2026-07-28,neu,,,0.0
